{'名称': '力帆汽车迈威2016款1.5自动尊享型', '链接': 'https://www.xin.com/40d011jwy9/che43325962h.html?cityid=3001', '使用情况': '2017年｜2.1万公里｜华东仓', '价格': '4.80万', '按揭': '首付0.53万月供1178元'}
{'名称': '大众桑塔纳2015款1.6自动舒适版', '链接': 'https://www.xin.com/40d011jwy9/che40139374h.html?cityid=3001', '使用情况': '2015年｜4.8万公里｜华东仓', '价格': '6.80万', '按揭': '首付0.75万月供1668元'}
{'名称': '丰田致炫2014款1.3自动E魅动版', '链接': 'https://www.xin.com/40d011jwy9/che43852632h.html?cityid=3001', '使用情况': '2014年｜2.5万公里｜华东仓', '价格': '6.80万', '按揭': '首付0.75万月供1668元'}
{'名称': '荣威3602015款1.5自动豪华版', '链接': 'https://www.xin.com/40d011jwy9/che69220738h.html?cityid=3001', '使用情况': '2016年｜2.0万公里｜华东仓', '价格': '6.80万', '按揭': '首付0.75万月供1668元'}
{'名称': '北汽威旺威旺S502016款1.5T自动乐动尊享型', '链接': 'https://www.xin.com/40d011jwy9/che52530111h.html?cityid=3001', '使用情况': '2016年｜3.2万公里｜华东仓', '价格': '6.80万', '按揭': '首付0.75万月供1668元'}
{'名称': '丰田致炫2016款1.5自动E劲速版', '链接': 'https://www.xin.com/40d011jwy9/che51285702h.html?cityid=3001', '使用情况': '2016年｜2.8万公里｜华东仓', '价格': '6.82万', '按揭': '首付0.75万月供1673元'}
{'名称': '福特福睿斯2015款1.5自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che31679856h.html?cityid=3001', '使用情况': '2017年｜2.0万公里｜华东仓', '价格': '6.90万', '按揭': '首付0.76万月供1693元'}
{'名称': '丰田威驰2016款1.5自动智臻星耀版', '链接': 'https://www.xin.com/40d011jwy9/che34278342h.html?cityid=3001', '使用情况': '2016年｜2.3万公里｜华东仓', '价格': '6.90万', '按揭': '首付0.76万月供1693元'}
{'名称': '斯柯达昕动2014款1.6自动悦享版', '链接': 'https://www.xin.com/40d011jwy9/che73575022h.html?cityid=3001', '使用情况': '2015年｜3.0万公里｜华东仓', '价格': '6.90万', '按揭': '首付0.76万月供1693元'}
{'名称': '福特福睿斯2017款1.5自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che72648816h.html?cityid=3001', '使用情况': '2017年｜3.6万公里｜华东仓', '价格': '6.98万', '按揭': '首付0.77万月供1713元'}
{'名称': '雪佛兰科沃兹2016款1.5自动欣享版', '链接': 'https://www.xin.com/40d011jwy9/che41173578h.html?cityid=3001', '使用情况': '2017年｜3.1万公里｜华东仓', '价格': '7.30万', '按揭': '首付0.80万月供1791元'}
{'名称': '荣威3602015款1.5自动豪华版', '链接': 'https://www.xin.com/40d011jwy9/che56359247h.html?cityid=3001', '使用情况': '2017年｜3.8万公里｜华东仓', '价格': '7.30万', '按揭': '首付0.80万月供1791元'}
{'名称': '起亚K32016款1.6自动GL', '链接': 'https://www.xin.com/40d011jwy9/che66479160h.html?cityid=3001', '使用情况': '2017年｜2.9万公里｜华东仓', '价格': '7.38万', '按揭': '首付0.81万月供1811元'}
{'名称': '福特福睿斯2015款1.5自动时尚型', '链接': 'https://www.xin.com/40d011jwy9/che36500363h.html?cityid=3001', '使用情况': '2016年｜3.0万公里｜华东仓', '价格': '7.50万', '按揭': '首付0.82万月供1840元'}
{'名称': '斯柯达晶锐2017款1.6自动创行版', '链接': 'https://www.xin.com/40d011jwy9/che68471629h.html?cityid=3001', '使用情况': '2017年｜2.8万公里｜华东仓', '价格': '7.50万', '按揭': '首付0.82万月供1840元'}
{'名称': '长安逸动2018款1.6自动GDI领尚型', '链接': 'https://www.xin.com/40d011jwy9/che36173166h.html?cityid=3001', '使用情况': '2018年｜1.0万公里｜华东仓', '价格': '7.55万', '按揭': '首付0.83万月供1852元'}
{'名称': '本田飞度两厢2016款1.5自动LX舒适型', '链接': 'https://www.xin.com/40d011jwy9/che27708696h.html?cityid=3001', '使用情况': '2016年｜3.4万公里｜华东仓', '价格': '7.58万', '按揭': '首付0.83万月供1860元'}
{'名称': '现代朗动2015款1.6自动GS时尚型', '链接': 'https://www.xin.com/40d011jwy9/che57862160h.html?cityid=3001', '使用情况': '2015年｜4.6万公里｜华东仓', '价格': '7.58万', '按揭': '首付0.83万月供1860元'}
{'名称': '福特福睿斯2017款1.5自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che79806304h.html?cityid=3001', '使用情况': '2017年｜2.8万公里｜华东仓', '价格': '7.60万', '按揭': '首付0.83万月供1865元'}
{'名称': '丰田致炫2016款1.5自动E魅动版改款', '链接': 'https://www.xin.com/40d011jwy9/che78909316h.html?cityid=3001', '使用情况': '2017年｜1.7万公里｜华东仓', '价格': '7.60万', '按揭': '首付0.83万月供1865元'}
{'名称': '斯柯达明锐2016款1.6自动前行版', '链接': 'https://www.xin.com/40d011jwy9/che67458423h.html?cityid=3001', '使用情况': '2016年｜4.2万公里｜华东仓', '价格': '7.60万', '按揭': '首付0.83万月供1865元'}
{'名称': '宝骏5602016款1.8自动智能手动版豪华型', '链接': 'https://www.xin.com/40d011jwy9/che39168216h.html?cityid=3001', '使用情况': '2017年｜1.7万公里｜华东仓', '价格': '7.60万', '按揭': '首付0.83万月供1865元'}
{'名称': '福特福睿斯2015款1.5自动时尚型', '链接': 'https://www.xin.com/40d011jwy9/che40092405h.html?cityid=3001', '使用情况': '2016年｜2.6万公里｜华东仓', '价格': '7.60万', '按揭': '首付0.83万月供1865元'}
{'名称': '起亚K32016款1.6自动GLS', '链接': 'https://www.xin.com/40d011jwy9/che51599929h.html?cityid=3001', '使用情况': '2016年｜3.9万公里｜华东仓', '价格': '7.80万', '按揭': '首付0.86万月供1914元'}
{'名称': '丰田致炫2016款1.5自动E魅动版改款', '链接': 'https://www.xin.com/40d011jwy9/che70359976h.html?cityid=3001', '使用情况': '2017年｜1.8万公里｜华东仓', '价格': '7.80万', '按揭': '首付0.86万月供1914元'}
{'名称': '福特福睿斯2017款1.5自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che32710352h.html?cityid=3001', '使用情况': '2017年｜2.4万公里｜华东仓', '价格': '7.80万', '按揭': '首付0.86万月供1914元'}
{'名称': '猎豹汽车CS92017款1.5自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che61338503h.html?cityid=3001', '使用情况': '2017年｜2.1万公里｜华东仓', '价格': '7.80万', '按揭': '首付0.86万月供1914元'}
{'名称': '雪铁龙C3-XR2015款1.6自动智能型', '链接': 'https://www.xin.com/40d011jwy9/che32247257h.html?cityid=3001', '使用情况': '2015年｜3.5万公里｜华东仓', '价格': '7.80万', '按揭': '首付0.86万月供1914元'}
{'名称': '陆风X72015款2.0T自动全景尊贵版', '链接': 'https://www.xin.com/40d011jwy9/che74411284h.html?cityid=3001', '使用情况': '2015年｜4.2万公里｜华东仓', '价格': '7.80万', '按揭': '首付0.86万月供1914元'}
{'名称': '福特福睿斯2017款1.5自动幸福版时尚型', '链接': 'https://www.xin.com/40d011jwy9/che58631803h.html?cityid=3001', '使用情况': '2018年｜0.2万公里｜华东仓', '价格': '7.90万', '按揭': '首付0.87万月供1938元'}
{'名称': '起亚K32016款1.6自动电商专供版', '链接': 'https://www.xin.com/40d011jwy9/che44644662h.html?cityid=3001', '使用情况': '2016年｜0.4万公里｜华东仓', '价格': '7.90万', '按揭': '首付0.87万月供1938元'}
{'名称': '本田锋范2017款1.5自动舒适版', '链接': 'https://www.xin.com/40d011jwy9/che69987329h.html?cityid=3001', '使用情况': '2017年｜1.2万公里｜华东仓', '价格': '7.90万', '按揭': '首付0.87万月供1938元'}
{'名称': '大众POLO两厢2016款1.6自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che49876355h.html?cityid=3001', '使用情况': '2016年｜0.9万公里｜华东仓', '价格': '7.90万', '按揭': '首付0.87万月供1938元'}
{'名称': '起亚K32015款1.6自动GLS', '链接': 'https://www.xin.com/40d011jwy9/che20071460h.html?cityid=3001', '使用情况': '2016年｜2.7万公里｜华东仓', '价格': '7.90万', '按揭': '首付0.87万月供1938元'}
{'名称': '别克英朗三厢2016款1.5自动15N精英型', '链接': 'https://www.xin.com/40d011jwy9/che71247927h.html?cityid=3001', '使用情况': '2016年｜4.3万公里｜华东仓', '价格': '7.98万', '按揭': '首付0.88万月供1958元'}
{'名称': '现代朗动2015款1.6自动GLX领先型', '链接': 'https://www.xin.com/40d011jwy9/che38587090h.html?cityid=3001', '使用情况': '2016年｜4.8万公里｜华东仓', '价格': '7.98万', '按揭': '首付0.88万月供1958元'}
{'名称': '纳智捷优62015款1.8T自动时尚型', '链接': 'https://www.xin.com/40d011jwy9/che36637128h.html?cityid=3001', '使用情况': '2015年｜3.0万公里｜华东仓', '价格': '8.00万', '按揭': '首付0.88万月供1963元'}
{'名称': '丰田威驰2017款1.5自动创行版', '链接': 'https://www.xin.com/40d011jwy9/che47790421h.html?cityid=3001', '使用情况': '2018年｜1.6万公里｜华东仓', '价格': '8.10万', '按揭': '首付0.89万月供1987元'}
{'名称': '大众POLO两厢2016款1.6自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che61984867h.html?cityid=3001', '使用情况': '2016年｜2.3万公里｜华东仓', '价格': '8.20万', '按揭': '首付0.90万月供2012元'}
{'名称': '别克英朗三厢2015款1.5自动15N豪华型', '链接': 'https://www.xin.com/40d011jwy9/che54400966h.html?cityid=3001', '使用情况': '2016年｜3.8万公里｜华东仓', '价格': '8.20万', '按揭': '首付0.90万月供2012元'}
{'名称': '本田哥瑞2016款1.5自动风尚版', '链接': 'https://www.xin.com/40d011jwy9/che24391941h.html?cityid=3001', '使用情况': '2016年｜2.9万公里｜华东仓', '价格': '8.20万', '按揭': '首付0.90万月供2012元'}
{'名称': '奇瑞艾瑞泽72016款1.6自动e致尚版混动', '链接': 'https://www.xin.com/40d011jwy9/che36462077h.html?cityid=3001', '使用情况': '2016年｜0.1万公里｜华东仓', '价格': '8.20万', '按揭': '首付0.90万月供2012元'}
{'名称': '福特翼搏2018款1.5自动精翼型', '链接': 'https://www.xin.com/40d011jwy9/che77366060h.html?cityid=3001', '使用情况': '2017年｜1.0万公里｜华东仓', '价格': '8.20万', '按揭': '首付0.90万月供2012元'}
{'名称': '日产骐达2011款1.6自动智能型', '链接': 'https://www.xin.com/40d011jwy9/che36422794h.html?cityid=3001', '使用情况': '2014年｜3.5万公里｜华东仓', '价格': '8.30万', '按揭': '首付0.91万月供2036元'}
{'名称': '比亚迪S72015款2.0T自动升级版尊贵型', '链接': 'https://www.xin.com/40d011jwy9/che77121084h.html?cityid=3001', '使用情况': '2016年｜3.1万公里｜华东仓', '价格': '8.30万', '按揭': '首付0.91万月供2036元'}
{'名称': '吉利汽车远景SUV2016款1.3T自动旗舰型', '链接': 'https://www.xin.com/40d011jwy9/che59696108h.html?cityid=3001', '使用情况': '2017年｜1.6万公里｜华东仓', '价格': '8.38万', '按揭': '首付0.92万月供2056元'}
{'名称': '别克英朗三厢2017款1.5自动15N进取型', '链接': 'https://www.xin.com/40d011jwy9/che64913744h.html?cityid=3001', '使用情况': '2017年｜0.9万公里｜华东仓', '价格': '8.38万', '按揭': '首付0.92万月供2056元'}
{'名称': '大众POLO两厢2016款1.6自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che71640174h.html?cityid=3001', '使用情况': '2016年｜3.3万公里｜华东仓', '价格': '8.40万', '按揭': '首付0.92万月供2061元'}
{'名称': '标致20082015款1.6自动玩酷版', '链接': 'https://www.xin.com/40d011jwy9/che47901909h.html?cityid=3001', '使用情况': '2017年｜1.4万公里｜华东仓', '价格': '8.48万', '按揭': '首付0.93万月供2081元'}
{'名称': '哈弗哈弗H62015款1.5T自动运动版豪华型前驱', '链接': 'https://www.xin.com/40d011jwy9/che79242951h.html?cityid=3001', '使用情况': '2015年｜3.4万公里｜华东仓', '价格': '8.49万', '按揭': '首付0.93万月供2083元'}
{'名称': '日产骐达2014款1.6自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che67453304h.html?cityid=3001', '使用情况': '2015年｜1.0万公里｜华东仓', '价格': '8.50万', '按揭': '首付0.93万月供2086元'}
{'名称': '众泰T6002016款2.0T自动运动版尊贵型', '链接': 'https://www.xin.com/40d011jwy9/che72219351h.html?cityid=3001', '使用情况': '2017年｜2.4万公里｜华东仓', '价格': '8.50万', '按揭': '首付0.93万月供2086元'}
{'名称': '大众POLO两厢2016款1.6自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che46475788h.html?cityid=3001', '使用情况': '2017年｜1.2万公里｜华东仓', '价格': '8.50万', '按揭': '首付0.93万月供2086元'}
{'名称': '起亚K32016款1.6自动GLS', '链接': 'https://www.xin.com/40d011jwy9/che25668669h.html?cityid=3001', '使用情况': '2016年｜2.4万公里｜华东仓', '价格': '8.60万', '按揭': '首付0.94万月供2110元'}
{'名称': '本田竞瑞2017款1.5自动经典版', '链接': 'https://www.xin.com/40d011jwy9/che44278876h.html?cityid=3001', '使用情况': '2017年｜2.6万公里｜华东仓', '价格': '8.60万', '按揭': '首付0.94万月供2110元'}
{'名称': '福特福克斯三厢2017款1.6自动舒适型智行版', '链接': 'https://www.xin.com/40d011jwy9/che43610764h.html?cityid=3001', '使用情况': '2017年｜2.5万公里｜华东仓', '价格': '8.60万', '按揭': '首付0.94万月供2110元'}
{'名称': '现代悦动2017款1.6自动悦值版GLS', '链接': 'https://www.xin.com/40d011jwy9/che53676901h.html?cityid=3001', '使用情况': '2017年｜1.9万公里｜华东仓', '价格': '8.60万', '按揭': '首付0.94万月供2110元'}
{'名称': '起亚K32016款1.6自动GLS', '链接': 'https://www.xin.com/40d011jwy9/che62618584h.html?cityid=3001', '使用情况': '2017年｜1.3万公里｜华东仓', '价格': '8.68万', '按揭': '首付0.95万月供2130元'}
{'名称': '标致20082015款1.6自动玩酷版', '链接': 'https://www.xin.com/40d011jwy9/che66180021h.html?cityid=3001', '使用情况': '2017年｜1.5万公里｜华东仓', '价格': '8.68万', '按揭': '首付0.95万月供2130元'}
{'名称': '别克昂科拉2015款1.4T自动都市精英型前驱', '链接': 'https://www.xin.com/40d011jwy9/che58645563h.html?cityid=3001', '使用情况': '2016年｜3.0万公里｜华东仓', '价格': '8.70万', '按揭': '首付0.95万月供2135元'}
{'名称': '比亚迪宋2016款1.5T自动盖世版精英型前驱', '链接': 'https://www.xin.com/40d011jwy9/che35914449h.html?cityid=3001', '使用情况': '2017年｜4.1万公里｜华东仓', '价格': '8.78万', '按揭': '首付0.96万月供2154元'}
{'名称': '大众POLO两厢2016款1.6自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che45762651h.html?cityid=3001', '使用情况': '2018年｜0.6万公里｜华东仓', '价格': '8.80万', '按揭': '首付0.96万月供2159元'}
{'名称': '东南DX72015款1.5T自动豪华型', '链接': 'https://www.xin.com/40d011jwy9/che48304697h.html?cityid=3001', '使用情况': '2016年｜4.3万公里｜华东仓', '价格': '8.80万', '按揭': '首付0.96万月供2159元'}
{'名称': '标致5082013款2.0自动经典两周年纪念天窗版', '链接': 'https://www.xin.com/40d011jwy9/che47366264h.html?cityid=3001', '使用情况': '2014年｜5.0万公里｜华东仓', '价格': '8.80万', '按揭': '首付0.96万月供2159元'}
{'名称': '大众朗逸三厢2013款1.6自动经典风尚版改款', '链接': 'https://www.xin.com/40d011jwy9/che40936614h.html?cityid=3001', '使用情况': '2016年｜2.6万公里｜华东仓', '价格': '8.80万', '按揭': '首付0.96万月供2159元'}
{'名称': '现代朗动2016款1.6自动尊贵型', '链接': 'https://www.xin.com/40d011jwy9/che63308509h.html?cityid=3001', '使用情况': '2016年｜2.3万公里｜华东仓', '价格': '8.80万', '按揭': '首付0.96万月供2159元'}
{'名称': '大众POLO两厢2016款1.6自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che48503925h.html?cityid=3001', '使用情况': '2017年｜0.9万公里｜华东仓', '价格': '8.80万', '按揭': '首付0.96万月供2159元'}
{'名称': '福特福克斯三厢2012款1.6自动风尚型', '链接': 'https://www.xin.com/40d011jwy9/che55285850h.html?cityid=3001', '使用情况': '2015年｜2.5万公里｜华东仓', '价格': '8.80万', '按揭': '首付0.96万月供2159元'}
{'名称': '陆风X72015款2.0T自动全景旗舰版', '链接': 'https://www.xin.com/40d011jwy9/che76255834h.html?cityid=3001', '使用情况': '2016年｜4.5万公里｜华东仓', '价格': '8.80万', '按揭': '首付0.96万月供2159元'}
{'名称': '众泰T6002016款2.0T自动尊贵型', '链接': 'https://www.xin.com/40d011jwy9/che25401936h.html?cityid=3001', '使用情况': '2017年｜1.7万公里｜华东仓', '价格': '8.80万', '按揭': '首付0.96万月供2159元'}
{'名称': '陆风X72015款2.0T自动全景尊享版', '链接': 'https://www.xin.com/40d011jwy9/che49883448h.html?cityid=3001', '使用情况': '2017年｜2.0万公里｜华东仓', '价格': '8.88万', '按揭': '首付0.97万月供2179元'}
{'名称': '东南DX32018款1.5T自动SRG旗舰型', '链接': 'https://www.xin.com/40d011jwy9/che37103527h.html?cityid=3001', '使用情况': '2018年｜0.9万公里｜华东仓', '价格': '8.88万', '按揭': '首付0.97万月供2179元'}
{'名称': '福特福克斯三厢2017款1.0T自动EcoBoost125超能风尚型智行版', '链接': 'https://www.xin.com/40d011jwy9/che30886178h.html?cityid=3001', '使用情况': '2017年｜0.3万公里｜华东仓', '价格': '8.90万', '按揭': '首付0.98万月供2184元'}
{'名称': '日产轩逸2016款1.6自动经典XE舒适版', '链接': 'https://www.xin.com/40d011jwy9/che34823292h.html?cityid=3001', '使用情况': '2017年｜1.4万公里｜华东仓', '价格': '8.90万', '按揭': '首付0.98万月供2184元'}
{'名称': '大众POLO两厢2016款1.6自动豪华型', '链接': 'https://www.xin.com/40d011jwy9/che22618261h.html?cityid=3001', '使用情况': '2017年｜1.6万公里｜华东仓', '价格': '8.90万', '按揭': '首付0.98万月供2184元'}
{'名称': '起亚K42014款1.6T自动Turbo', '链接': 'https://www.xin.com/40d011jwy9/che34341539h.html?cityid=3001', '使用情况': '2016年｜4.3万公里｜华东仓', '价格': '8.98万', '按揭': '首付0.98万月供2203元'}
{'名称': '现代领动2016款1.6自动智炫精英型', '链接': 'https://www.xin.com/40d011jwy9/che66753072h.html?cityid=3001', '使用情况': '2016年｜3.5万公里｜华东仓', '价格': '8.98万', '按揭': '首付0.98万月供2203元'}
{'名称': '哈弗哈弗H62017款1.5T自动红标运动版豪华型前驱', '链接': 'https://www.xin.com/40d011jwy9/che20885439h.html?cityid=3001', '使用情况': '2017年｜2.6万公里｜华东仓', '价格': '8.99万', '按揭': '首付0.99万月供2206元'}
{'名称': '雪佛兰创酷2017款1.4T自动舒适型前驱', '链接': 'https://www.xin.com/40d011jwy9/che27637121h.html?cityid=3001', '使用情况': '2017年｜2.0万公里｜华东仓', '价格': '9.00万', '按揭': '首付0.99万月供2208元'}
{'名称': '大众朗逸三厢2013款1.6自动经典风尚版改款', '链接': 'https://www.xin.com/40d011jwy9/che24834933h.html?cityid=3001', '使用情况': '2017年｜2.2万公里｜华东仓', '价格': '9.18万', '按揭': '首付1.01万月供2252元'}
{'名称': '奔腾X802017款2.0自动技术型', '链接': 'https://www.xin.com/40d011jwy9/che29529532h.html?cityid=3001', '使用情况': '2017年｜2.0万公里｜华东仓', '价格': '9.20万', '按揭': '首付1.01万月供2257元'}
{'名称': '丰田雷凌2016款1.6自动G精英版', '链接': 'https://www.xin.com/40d011jwy9/che28722523h.html?cityid=3001', '使用情况': '2016年｜3.0万公里｜华东仓', '价格': '9.20万', '按揭': '首付1.01万月供2257元'}
{'名称': '长安CS752017款1.5T自动尚酷版锋悦型', '链接': 'https://www.xin.com/40d011jwy9/che29723793h.html?cityid=3001', '使用情况': '2017年｜3.0万公里｜华东仓', '价格': '9.20万', '按揭': '首付1.01万月供2257元'}
{'名称': '奔腾X802017款1.8T自动豪华型', '链接': 'https://www.xin.com/40d011jwy9/che70939020h.html?cityid=3001', '使用情况': '2016年｜4.5万公里｜华东仓', '价格': '9.20万', '按揭': '首付1.01万月供2257元'}
{'名称': '别克英朗三厢2017款1.4T自动18T精英型', '链接': 'https://www.xin.com/40d011jwy9/che50750614h.html?cityid=3001', '使用情况': '2017年｜2.8万公里｜华东仓', '价格': '9.20万', '按揭': '首付1.01万月供2257元'}
{'名称': '福特福睿斯2017款1.5自动幸福版时尚型', '链接': 'https://www.xin.com/40d011jwy9/che25738942h.html?cityid=3001', '使用情况': '2018年｜0.1万公里｜华东仓', '价格': '9.20万', '按揭': '首付1.01万月供2257元'}
{'名称': 'smartForFour2016款1.0自动灵动版', '链接': 'https://www.xin.com/40d011jwy9/che20375964h.html?cityid=3001', '使用情况': '2016年｜2.1万公里｜华东仓', '价格': '9.28万', '按揭': '首付1.02万月供2277元'}
{'名称': '马自达马3昂克赛拉三厢2016款1.5自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che30727851h.html?cityid=3001', '使用情况': '2016年｜3.2万公里｜华东仓', '价格': '9.30万', '按揭': '首付1.02万月供2282元'}
{'名称': '现代朗动2016款1.6自动尊贵型', '链接': 'https://www.xin.com/40d011jwy9/che23061573h.html?cityid=3001', '使用情况': '2017年｜2.4万公里｜华东仓', '价格': '9.30万', '按揭': '首付1.02万月供2282元'}
{'名称': '比亚迪S72015款2.0T自动升级版尊贵型', '链接': 'https://www.xin.com/40d011jwy9/che68289132h.html?cityid=3001', '使用情况': '2016年｜2.9万公里｜华东仓', '价格': '9.30万', '按揭': '首付1.02万月供2282元'}
{'名称': '现代领动2016款1.6自动智炫精英型', '链接': 'https://www.xin.com/40d011jwy9/che76455237h.html?cityid=3001', '使用情况': '2017年｜2.3万公里｜华东仓', '价格': '9.35万', '按揭': '首付1.03万月供2294元'}
{'名称': '丰田卡罗拉2014款1.6自动GL', '链接': 'https://www.xin.com/40d011jwy9/che42414867h.html?cityid=3001', '使用情况': '2016年｜3.1万公里｜华东仓', '价格': '9.38万', '按揭': '首付1.03万月供2301元'}
{'名称': '纳智捷大7-SUV2015款2.2T自动智尊型四驱', '链接': 'https://www.xin.com/40d011jwy9/che78963634h.html?cityid=3001', '使用情况': '2015年｜4.1万公里｜华东仓', '价格': '9.38万', '按揭': '首付1.03万月供2301元'}
{'名称': '起亚KX32015款1.6自动GLS前驱', '链接': 'https://www.xin.com/40d011jwy9/che65827907h.html?cityid=3001', '使用情况': '2016年｜1.9万公里｜华东仓', '价格': '9.48万', '按揭': '首付1.04万月供2326元'}
{'名称': '现代领动2016款1.6自动智炫精英型', '链接': 'https://www.xin.com/40d011jwy9/che30264252h.html?cityid=3001', '使用情况': '2017年｜2.2万公里｜华东仓', '价格': '9.50万', '按揭': '首付1.04万月供2331元'}
{'名称': '本田思域2014款1.8自动经典版Lxi', '链接': 'https://www.xin.com/40d011jwy9/che25317039h.html?cityid=3001', '使用情况': '2015年｜2.3万公里｜华东仓', '价格': '9.50万', '按揭': '首付1.04万月供2331元'}
{'名称': '别克英朗三厢2015款1.5自动15N精英型', '链接': 'https://www.xin.com/40d011jwy9/che36577744h.html?cityid=3001', '使用情况': '2016年｜3.1万公里｜华东仓', '价格': '9.50万', '按揭': '首付1.04万月供2331元'}
{'名称': '大众高尔夫2015款1.6自动舒适型', '链接': 'https://www.xin.com/40d011jwy9/che56172571h.html?cityid=3001', '使用情况': '2014年｜2.7万公里｜华东仓', '价格': '9.50万', '按揭': '首付1.04万月供2331元'}
{'名称': '大众朗逸2013款1.6自动风尚版改款', '链接': 'https://www.xin.com/40d011jwy9/che60634592h.html?cityid=3001', '使用情况': '2016年｜3.0万公里｜华东仓', '价格': '9.50万', '按揭': '首付1.04万月供2331元'}
{'名称': 'smartForTwo2015款1.0自动硬顶激情版', '链接': 'https://www.xin.com/40d011jwy9/che35194519h.html?cityid=3001', '使用情况': '2017年｜1.2万公里｜华东仓', '价格': '9.50万', '按揭': '首付1.04万月供2331元'}
{'名称': '猎豹汽车CS92018款1.5T自动劲朗型', '链接': 'https://www.xin.com/40d011jwy9/che53793369h.html?cityid=3001', '使用情况': '2018年｜0.5万公里｜华东仓', '价格': '9.50万', '按揭': '首付1.04万月供2331元'}
{'名称': '陆风X72015款2.0T自动全景旗舰版', '链接': 'https://www.xin.com/40d011jwy9/che39295672h.html?cityid=3001', '使用情况': '2017年｜3.1万公里｜华东仓', '价格': '9.60万', '按揭': '首付1.05万月供2355元'}
{'名称': '雪佛兰迈锐宝2014款2.0自动舒适版', '链接': 'https://www.xin.com/40d011jwy9/che68310007h.html?cityid=3001', '使用情况': '2016年｜2.7万公里｜华东仓', '价格': '9.60万', '按揭': '首付1.05万月供2355元'}
